,Job Title,Location,Size,Type of ownership,Industry,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel,job_simp,seniority
630,Senior Data Engineer,"San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,97,181,139,CA,1,0,0,1,1,data engineer,senior
631,Senior Data Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,100,173,136.5,CA,0,0,0,0,0,data engineer,senior
632,Sr. Data Analyst,"New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,58,108,83,NY,1,0,1,0,1,analyst,senior
633,Research Scientist or Senior Research Scientist - Computer Vision,"Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,0,0,81,161,121,MA,0,0,0,1,1,na,senior
634,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,"New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,53,96,74.5,NY,1,0,1,0,0,data scientist,na
635,Data Analyst Chemist - Quality System Contractor,"San Francisco, CA",501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,0,0,61,110,85.5,CA,0,0,0,0,1,analyst,na
636,Senior Scientist - Biostatistician,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65,96,80.5,NC,0,0,0,0,1,na,senior
637,Research Scientist / Principal Research Scientist - Multiphysical Systems,"Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,0,0,115,220,167.5,MA,0,0,0,0,0,na,senior
638,"Research Scientist, Machine Learning Department","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,71,144,107.5,PA,1,0,0,0,0,mle,na
639,Foundational Community Supports Data Analyst,"Seattle, WA",501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,0,0,32,57,44.5,WA,0,0,0,1,1,analyst,na
640,"Senior Health Data Analyst, Star Ratings","Glen Burnie, MD",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,79,136,107.5,MD,0,0,0,0,0,analyst,senior
641,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,120,145,132.5,MA,0,0,0,0,0,na,senior
642,Sr. Data Analyst,"Philadelphia, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,50,89,69.5,PA,0,0,0,0,1,analyst,senior
643,"Senior Engineer, Data Management Engineering","Milpitas, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,68,129,98.5,CA,1,0,1,1,0,na,senior
644,Quality Control Scientist III- Analytical Development,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,48,113,80.5,MD,0,0,0,0,1,na,na
645,"Clinical Scientist, Clinical Development","Watertown, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1,0,54,94,37,MA,0,0,0,0,1,na,na
646,Software Engineer Staff Scientist: Human Language Technologies,"Cambridge, MD",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,74,124,99,MD,1,0,0,0,0,na,na
647,"Manager, Safety Scientist, Medical Safety & Risk Management","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,68,125,96.5,MA,0,0,0,0,1,manager,na
648,"Assistant Director/Director, Office of Data Science","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,39,67,53,MA,0,0,0,0,0,director,na
649,Sr. Data Engineer | Big Data SaaS Pipeline,"Los Angeles, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,71,135,103,CA,0,0,1,1,0,data engineer,senior
650,Senior Risk Data Scientist,"Palo Alto, CA",501 to 1000 employees,Company - Public,Financial Transaction Processing,Finance,0,0,107,172,139.5,CA,0,0,0,0,0,data scientist,senior
651,Data Scientist in Artificial Intelligence Early Career,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,49,85,67,WA,0,0,0,0,0,data scientist,na
652,Consultant - Analytics Consulting,"Hartford, CT",10000+ employees,Company - Public,IT Services,Information Technology,0,0,54,71,62.5,CT,0,0,0,0,1,na,na
653,Scientist - CVRM Metabolism - in vivo pharmacology,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,61,123,92,MD,0,0,0,0,0,na,na
654,Data Analyst,"New York, NY",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,47,85,66,NY,0,0,0,0,1,analyst,na
655,Data Engineer,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,65,124,94.5,CA,1,0,1,1,1,data engineer,na
656,Data Scientist,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,0,0,87,141,114,NJ,1,0,0,1,1,data scientist,na
657,Data Scientist,"New York, NY",51 to 200 employees,Company - Private,Education Training Services,Education,0,0,56,95,75.5,NY,1,0,0,1,0,data scientist,na
658,Data Scientist,"Maryland Heights, MO",1 to 50 employees,School / School District,K-12 Education,Education,0,0,71,121,96,MO,0,0,0,0,1,data scientist,na
659,Machine Learning Engineer,"Fort Belvoir, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,62,112,87,VA,1,0,0,0,0,mle,na
660,Data Scientist,"Silver Spring, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,64,108,86,MD,1,0,0,0,1,data scientist,na
661,Senior Data Scientist,"Palo Alto, CA",1 to 50 employees,Company - Private,Internet,Information Technology,0,0,89,144,116.5,CA,1,0,0,0,0,data scientist,senior
662,Senior Scientist (Neuroscience),"Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,109,200,154.5,MA,1,0,0,0,1,na,senior
663,Marketing Data Analyst,"Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,35,62,48.5,CA,0,0,0,0,1,analyst,na
664,Machine Learning Engineer - Regulatory,"Lenexa, KS",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,0,0,61,113,87,KS,1,0,0,0,1,mle,na
665,Data Engineer,"Houston, TX",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,55,105,80,TX,1,0,1,0,1,data engineer,na
666,Medical Laboratory Scientist,"Burleson, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,36,50,21.5,TX,0,0,0,1,0,na,na
667,Principal Data Scientist,"San Jose, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,135,211,173,CA,1,0,0,0,0,data scientist,senior
668,R&D Specialist/ Food Scientist,"Hoopeston, IL",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,39,66,52.5,IL,0,0,0,0,0,na,na
669,Data Engineer,"Phoenix, AZ",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,57,80,68.5,AZ,1,0,1,0,0,data engineer,na
670,"Associate Principal Scientist, Pharmacogenomics","Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,63,127,95,MD,0,0,0,0,0,na,senior
671,Data Scientist - Systems Engineering,"Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,50,89,69.5,MA,1,0,0,0,1,data scientist,na
672,Senior Data Scientist,"Cincinnati, OH",201 to 500 employees,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,0,0,82,132,107,OH,1,0,0,1,0,data scientist,senior
673,Data Scientist SR,"Charlottesville, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,85,139,112,VA,1,0,1,0,0,data scientist,senior
674,Data Scientist,"Washington, DC",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,72,121,96.5,DC,1,0,0,0,0,data scientist,na
675,"Scientist, Bacteriology","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,74,149,111.5,CA,0,0,0,0,1,na,na
676,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113,196,154.5,MA,0,0,1,1,1,data engineer,na
677,Data Scientist,"New York, NY",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,69,121,95,NY,1,0,1,1,0,data scientist,na
678,Data Scientist,"New York, NY",501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,0,0,71,124,97.5,NY,1,0,0,0,1,data scientist,na
679,Senior Data Scientist,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,97,160,128.5,IL,1,0,0,1,1,data scientist,senior
680,Senior Research Scientist-Machine Learning,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,167,124,PA,0,0,0,0,0,mle,senior
681,Principal Data Scientist,"San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,150,238,194,CA,0,0,0,1,1,data scientist,senior
682,Clinical Laboratory Scientist,"Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,48,78,31.5,CO,0,0,0,0,0,na,na
683,"Data Analyst 1, full-time contract worker for up to 12 months","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,0,0,35,65,50,UT,0,0,0,1,1,analyst,na
684,Data Scientist,"New York, NY",201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,0,0,77,132,104.5,NY,1,0,1,1,1,data scientist,na
685,Data Scientist,"Phoenix, AZ",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,51,88,69.5,AZ,1,0,0,0,1,data scientist,na
686,Data Scientist,"Irvine, CA",10000+ employees,Company - Private,Colleges & Universities,Education,0,0,101,141,121,CA,1,0,0,0,0,data scientist,na
687,Data Engineer - Consultant (Charlotte Based),"Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,59,112,85.5,NC,1,0,0,0,1,data engineer,na
688,Data Engineer,"Aliso Viejo, CA",1001 to 5000 employees,Company - Public,Video Games,Media,0,0,79,147,113,CA,1,0,1,1,1,data engineer,na
689,Data Scientist (Warehouse Automation),"San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,0,0,79,127,103,CA,1,0,0,1,0,data scientist,na
690,"Scientist, Immuno-Oncology","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,62,119,90.5,MA,0,0,0,1,0,na,na
691,Senior Data Scientist,"Los Angeles, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,119,187,153,CA,1,0,1,0,1,data scientist,senior
692,Jr. Data Scientist,"McLean, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,81,132,106.5,VA,1,0,1,0,1,data scientist,jr
693,Senior Data Scientist,"Ann Arbor, MI",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,1,120,140,130,MI,0,0,0,0,1,data scientist,senior
694,Products Data Analyst II,"Dublin, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,0,0,90,157,123.5,CA,0,0,0,0,1,analyst,na
695,Data Architect / Data Modeler,"New York, NY",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,63,110,86.5,NY,0,0,0,1,1,na,na
696,Analytics Manager - Data Mart,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,42,86,64,CA,0,0,0,0,0,manager,na
697,Lead Data Analyst,"New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,32,62,47,NY,0,0,1,0,0,analyst,senior
698,Data Science Engineer - Mobile,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,116,208,162,CA,1,0,0,0,1,na,na
699,Senior Data Scientist Oncology,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,107,173,140,MD,1,0,0,0,1,data scientist,senior
700,Data Scientist,"Olympia, WA",51 to 200 employees,Company - Private,IT Services,Information Technology,0,0,65,113,89,WA,0,0,0,0,0,data scientist,na
701,Sr. Data Engineer - Contract-to-Hire (Java),"Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,0,0,69,127,98,TN,1,0,0,0,0,data engineer,senior
702,Senior Data Scientist - R&D Oncology,"New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,172,137,NY,1,0,0,0,0,data scientist,senior
703,Data Engineer,"Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74,124,99,CO,1,0,0,1,0,data engineer,na
704,Food Scientist - Developer,"Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,40,68,54,WI,0,0,0,0,0,na,na
705,Senior Data Engineer,"Franklin, TN",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,76,142,109,TN,0,0,0,1,1,data engineer,senior
706,Data Engineer,"Rockville, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,76,142,109,MD,0,0,0,1,0,data engineer,na
707,Senior Data Scientist,"Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,108,171,139.5,MA,1,0,0,0,0,data scientist,senior
708,"Director II, Data Science - GRM Actuarial","Chicago, IL",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,202,306,254,IL,1,0,0,0,0,director,na
709,Machine Learning Engineer,"New York, NY",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,91,159,125,NY,1,0,0,1,1,mle,na
710,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,80,133,106.5,MA,1,0,0,0,0,na,senior
711,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,"Millville, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
712,"Scientist, Molecular/Cellular Biologist","South San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,97,73,CA,0,0,0,0,0,na,na
713,Staff Scientist-Downstream Process Development,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,1,na,na
714,Data Scientist,"Philadelphia, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,96,161,128.5,PA,1,0,1,1,0,data scientist,na
715,Scientist - Analytical Services,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65,134,99.5,NC,0,0,0,0,1,na,na
716,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery","South San Francisco, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,59,125,92,CA,0,0,0,1,1,na,senior
717,Associate Data Analyst- Graduate Development Program,"Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,0,0,32,59,45.5,OH,0,0,0,0,0,analyst,na
718,Sr. Data Engineer,"Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,87,158,122.5,IN,1,0,1,1,0,data engineer,senior
719,Clinical Data Analyst,"Tampa, FL",1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,0,0,27,48,37.5,FL,0,0,0,0,1,analyst,na
720,IT Associate Data Analyst,"Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,0,0,39,69,54,MA,0,0,0,0,0,analyst,na
721,Business Data Analyst,"New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,36,71,53.5,NY,1,0,0,0,1,analyst,na
722,Senior Insurance Data Scientist,"Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,0,0,107,173,140,IL,1,0,0,0,1,data scientist,senior
723,Senior Data Science Systems Engineer,"Hampton, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,56,99,77.5,VA,0,0,0,0,0,na,senior
724,ENVIRONMENTAL ENGINEER/SCIENTIST,"Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",1,1,50,56,26.5,MA,0,0,0,0,1,na,na
725,Senior Scientist - Regulatory Submissions,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,80,155,117.5,NC,0,0,0,0,1,na,senior
726,Scientist - Biomarker and Flow Cytometry,"San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,43,98,70.5,CA,0,0,0,0,0,na,na
727,Revenue Analytics Manager,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,45,78,61.5,CA,0,0,0,0,1,manager,na
728,Sr. Scientist Method Development,"Marietta, GA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,50,110,80,GA,0,0,0,0,1,na,senior
729,"Associate Scientist, LC/MS Biologics","Ithaca, NY",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,44,96,70,NY,0,0,0,0,1,na,na
730,"Research Scientist, Immunology - Cancer Biology","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,100,140,120,MA,0,0,0,0,1,na,na
731,IT - Data Engineer II,"Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,61,119,90,MA,0,0,1,0,1,data engineer,na
732,Machine Learning Engineer (NLP),"Palo Alto, CA",1 to 50 employees,Company - Private,K-12 Education,Education,0,0,80,142,111,CA,1,0,0,1,1,mle,na
733,Senior Data Analyst,"San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,99,178,138.5,CA,1,0,0,0,0,analyst,senior
734,Data Science Project Manager,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,37,100,68.5,MA,0,0,0,0,1,manager,na
735,Data Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,62,113,87.5,CA,1,0,0,1,1,data engineer,na
736,"Principal, Data Science - Advanced Analytics","Plymouth Meeting, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,86,137,111.5,PA,0,0,0,0,0,na,senior
737,"Sr Scientist, Immuno-Oncology - Oncology","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,58,111,84.5,MA,0,0,0,1,0,na,senior
738,Senior Data Engineer,"Nashville, TN",1001 to 5000 employees,Company - Public,Internet,Information Technology,0,0,72,133,102.5,TN,1,0,1,1,0,data engineer,senior
739,"Project Scientist - Auton Lab, Robotics Institute","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,56,91,73.5,PA,0,0,0,0,1,na,na
740,Data Science Manager,"Allentown, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,95,160,127.5,PA,0,0,0,0,1,manager,na
741,Research Scientist – Security and Privacy,"Beavercreek, OH",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,61,126,93.5,OH,1,0,0,0,0,na,na
